"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","GDPHRWKD","TOT","IDX2010","A","2002",73.338914,
"SVK","GDPHRWKD","TOT","IDX2010","A","2003",79.031262,
"SVK","GDPHRWKD","TOT","IDX2010","A","2004",81.252626,
"SVK","GDPHRWKD","TOT","IDX2010","A","2005",84.033931,
"SVK","GDPHRWKD","TOT","IDX2010","A","2006",89.029051,
"SVK","GDPHRWKD","TOT","IDX2010","A","2007",95.720388,
"SVK","GDPHRWKD","TOT","IDX2010","A","2008",97.834211,
"SVK","GDPHRWKD","TOT","IDX2010","A","2009",95.06632,
"SVK","GDPHRWKD","TOT","IDX2010","A","2010",100,
"SVK","GDPHRWKD","TOT","IDX2010","A","2011",101.710884,
"SVK","GDPHRWKD","TOT","IDX2010","A","2012",103.573317,
"SVK","GDPHRWKD","TOT","IDX2010","A","2013",106.9832,
"SVK","GDPHRWKD","TOT","IDX2010","A","2014",109.137014,
"SVK","GDPHRWKD","TOT","IDX2010","A","2015",111.840574,
"SVK","GDPHRWKD","TOT","IDX2010","A","2016",113.566508,
"SVK","GDPHRWKD","TOT","IDX2010","A","2017",116.412533,
"ESP","GDPHRWKD","TOT","IDX2010","A","1970",39.902595,
"ESP","GDPHRWKD","TOT","IDX2010","A","1971",41.538192,
"ESP","GDPHRWKD","TOT","IDX2010","A","1972",44.879639,
"ESP","GDPHRWKD","TOT","IDX2010","A","1973",47.715059,
"ESP","GDPHRWKD","TOT","IDX2010","A","1974",49.890117,
"ESP","GDPHRWKD","TOT","IDX2010","A","1975",50.739565,
"ESP","GDPHRWKD","TOT","IDX2010","A","1976",52.715406,
"ESP","GDPHRWKD","TOT","IDX2010","A","1977",54.75986,
"ESP","GDPHRWKD","TOT","IDX2010","A","1978",57.324181,
"ESP","GDPHRWKD","TOT","IDX2010","A","1979",59.653917,
"ESP","GDPHRWKD","TOT","IDX2010","A","1980",63.269083,
"ESP","GDPHRWKD","TOT","IDX2010","A","1981",65.907334,
"ESP","GDPHRWKD","TOT","IDX2010","A","1982",68.070118,
"ESP","GDPHRWKD","TOT","IDX2010","A","1983",70.736858,
"ESP","GDPHRWKD","TOT","IDX2010","A","1984",75.462543,
"ESP","GDPHRWKD","TOT","IDX2010","A","1985",78.454009,
"ESP","GDPHRWKD","TOT","IDX2010","A","1986",79.530697,
"ESP","GDPHRWKD","TOT","IDX2010","A","1987",80.469306,
"ESP","GDPHRWKD","TOT","IDX2010","A","1988",81.895196,
"ESP","GDPHRWKD","TOT","IDX2010","A","1989",83.416805,
"ESP","GDPHRWKD","TOT","IDX2010","A","1990",83.306876,
"ESP","GDPHRWKD","TOT","IDX2010","A","1991",83.981564,
"ESP","GDPHRWKD","TOT","IDX2010","A","1992",86.35285,
"ESP","GDPHRWKD","TOT","IDX2010","A","1993",88.363407,
"ESP","GDPHRWKD","TOT","IDX2010","A","1994",90.951431,
"ESP","GDPHRWKD","TOT","IDX2010","A","1995",91.712122,
"ESP","GDPHRWKD","TOT","IDX2010","A","1996",92.748375,
"ESP","GDPHRWKD","TOT","IDX2010","A","1997",92.581929,
"ESP","GDPHRWKD","TOT","IDX2010","A","1998",92.065517,
"ESP","GDPHRWKD","TOT","IDX2010","A","1999",91.740859,
"ESP","GDPHRWKD","TOT","IDX2010","A","2000",92.193867,
"ESP","GDPHRWKD","TOT","IDX2010","A","2001",92.274273,
"ESP","GDPHRWKD","TOT","IDX2010","A","2002",92.434694,
"ESP","GDPHRWKD","TOT","IDX2010","A","2003",92.762606,
"ESP","GDPHRWKD","TOT","IDX2010","A","2004",92.992131,
"ESP","GDPHRWKD","TOT","IDX2010","A","2005",93.338695,
"ESP","GDPHRWKD","TOT","IDX2010","A","2006",93.882513,
"ESP","GDPHRWKD","TOT","IDX2010","A","2007",95.002034,
"ESP","GDPHRWKD","TOT","IDX2010","A","2008",95.379737,
"ESP","GDPHRWKD","TOT","IDX2010","A","2009",97.718446,
"ESP","GDPHRWKD","TOT","IDX2010","A","2010",100,
"ESP","GDPHRWKD","TOT","IDX2010","A","2011",101.427723,
"ESP","GDPHRWKD","TOT","IDX2010","A","2012",103.45402,
"ESP","GDPHRWKD","TOT","IDX2010","A","2013",104.89856,
"ESP","GDPHRWKD","TOT","IDX2010","A","2014",105.235756,
"ESP","GDPHRWKD","TOT","IDX2010","A","2015",105.755777,
"ESP","GDPHRWKD","TOT","IDX2010","A","2016",106.262341,
"ESP","GDPHRWKD","TOT","IDX2010","A","2017",107.423262,
"SWE","GDPHRWKD","TOT","IDX2010","A","1970",46.888389,
"SWE","GDPHRWKD","TOT","IDX2010","A","1971",48.317169,
"SWE","GDPHRWKD","TOT","IDX2010","A","1972",50.449999,
"SWE","GDPHRWKD","TOT","IDX2010","A","1973",52.764958,
"SWE","GDPHRWKD","TOT","IDX2010","A","1974",54.018449,
"SWE","GDPHRWKD","TOT","IDX2010","A","1975",55.141329,
"SWE","GDPHRWKD","TOT","IDX2010","A","1976",55.120398,
"SWE","GDPHRWKD","TOT","IDX2010","A","1977",55.269017,
"SWE","GDPHRWKD","TOT","IDX2010","A","1978",57.364128,
"SWE","GDPHRWKD","TOT","IDX2010","A","1979",59.227437,
"SWE","GDPHRWKD","TOT","IDX2010","A","1980",59.404924,
"SWE","GDPHRWKD","TOT","IDX2010","A","1981",59.9115,
"SWE","GDPHRWKD","TOT","IDX2010","A","1982",60.209662,
"SWE","GDPHRWKD","TOT","IDX2010","A","1983",60.842885,
"SWE","GDPHRWKD","TOT","IDX2010","A","1984",62.803206,
"SWE","GDPHRWKD","TOT","IDX2010","A","1985",63.338753,
"SWE","GDPHRWKD","TOT","IDX2010","A","1986",64.727857,
"SWE","GDPHRWKD","TOT","IDX2010","A","1987",65.934306,
"SWE","GDPHRWKD","TOT","IDX2010","A","1988",65.871525,
"SWE","GDPHRWKD","TOT","IDX2010","A","1989",66.697391,
"SWE","GDPHRWKD","TOT","IDX2010","A","1990",66.743066,
"SWE","GDPHRWKD","TOT","IDX2010","A","1991",67.555969,
"SWE","GDPHRWKD","TOT","IDX2010","A","1992",69.097123,
"SWE","GDPHRWKD","TOT","IDX2010","A","1993",70.637595,
"SWE","GDPHRWKD","TOT","IDX2010","A","1994",72.495692,
"SWE","GDPHRWKD","TOT","IDX2010","A","1995",73.976545,
"SWE","GDPHRWKD","TOT","IDX2010","A","1996",75.1239,
"SWE","GDPHRWKD","TOT","IDX2010","A","1997",78.086644,
"SWE","GDPHRWKD","TOT","IDX2010","A","1998",80.127767,
"SWE","GDPHRWKD","TOT","IDX2010","A","1999",81.5833,
"SWE","GDPHRWKD","TOT","IDX2010","A","2000",84.564798,
"SWE","GDPHRWKD","TOT","IDX2010","A","2001",85.366278,
"SWE","GDPHRWKD","TOT","IDX2010","A","2002",88.37047,
"SWE","GDPHRWKD","TOT","IDX2010","A","2003",91.745459,
"SWE","GDPHRWKD","TOT","IDX2010","A","2004",94.940264,
"SWE","GDPHRWKD","TOT","IDX2010","A","2005",97.383393,
"SWE","GDPHRWKD","TOT","IDX2010","A","2006",100.632999,
"SWE","GDPHRWKD","TOT","IDX2010","A","2007",100.93596,
"SWE","GDPHRWKD","TOT","IDX2010","A","2008",99.1463,
"SWE","GDPHRWKD","TOT","IDX2010","A","2009",96.786111,
"SWE","GDPHRWKD","TOT","IDX2010","A","2010",100,
"SWE","GDPHRWKD","TOT","IDX2010","A","2011",100.688937,
"SWE","GDPHRWKD","TOT","IDX2010","A","2012",100.525903,
"SWE","GDPHRWKD","TOT","IDX2010","A","2013",101.408672,
"SWE","GDPHRWKD","TOT","IDX2010","A","2014",102.561536,
"SWE","GDPHRWKD","TOT","IDX2010","A","2015",105.529761,
"SWE","GDPHRWKD","TOT","IDX2010","A","2016",105.589224,
"SWE","GDPHRWKD","TOT","IDX2010","A","2017",106.232308,
"CHE","GDPHRWKD","TOT","IDX2010","A","1970",60.011265,
"CHE","GDPHRWKD","TOT","IDX2010","A","1971",61.674062,
"CHE","GDPHRWKD","TOT","IDX2010","A","1972",63.531527,
"CHE","GDPHRWKD","TOT","IDX2010","A","1973",65.722042,
"CHE","GDPHRWKD","TOT","IDX2010","A","1974",67.740866,
"CHE","GDPHRWKD","TOT","IDX2010","A","1975",66.265751,
"CHE","GDPHRWKD","TOT","IDX2010","A","1976",67.40577,
"CHE","GDPHRWKD","TOT","IDX2010","A","1977",69.72816,
"CHE","GDPHRWKD","TOT","IDX2010","A","1978",69.863361,
"CHE","GDPHRWKD","TOT","IDX2010","A","1979",71.334801,
"CHE","GDPHRWKD","TOT","IDX2010","A","1980",73.520319,
"CHE","GDPHRWKD","TOT","IDX2010","A","1981",73.768102,
"CHE","GDPHRWKD","TOT","IDX2010","A","1982",72.887812,
"CHE","GDPHRWKD","TOT","IDX2010","A","1983",73.962733,
"CHE","GDPHRWKD","TOT","IDX2010","A","1984",76.272061,
"CHE","GDPHRWKD","TOT","IDX2010","A","1985",77.794373,
"CHE","GDPHRWKD","TOT","IDX2010","A","1986",77.86032,
"CHE","GDPHRWKD","TOT","IDX2010","A","1987",77.249647,
"CHE","GDPHRWKD","TOT","IDX2010","A","1988",77.78099,
"CHE","GDPHRWKD","TOT","IDX2010","A","1989",79.718554,
"CHE","GDPHRWKD","TOT","IDX2010","A","1990",80.558265,
"CHE","GDPHRWKD","TOT","IDX2010","A","1991",78.500707,"B"
"CHE","GDPHRWKD","TOT","IDX2010","A","1992",79.195442,
"CHE","GDPHRWKD","TOT","IDX2010","A","1993",79.920636,
"CHE","GDPHRWKD","TOT","IDX2010","A","1994",80.480366,
"CHE","GDPHRWKD","TOT","IDX2010","A","1995",81.916122,
"CHE","GDPHRWKD","TOT","IDX2010","A","1996",83.727442,
"CHE","GDPHRWKD","TOT","IDX2010","A","1997",86.290794,
"CHE","GDPHRWKD","TOT","IDX2010","A","1998",87.288671,
"CHE","GDPHRWKD","TOT","IDX2010","A","1999",86.930119,
"CHE","GDPHRWKD","TOT","IDX2010","A","2000",89.721604,
"CHE","GDPHRWKD","TOT","IDX2010","A","2001",91.54402,
"CHE","GDPHRWKD","TOT","IDX2010","A","2002",92.232745,
"CHE","GDPHRWKD","TOT","IDX2010","A","2003",91.86068,
"CHE","GDPHRWKD","TOT","IDX2010","A","2004",92.461378,
"CHE","GDPHRWKD","TOT","IDX2010","A","2005",94.928453,
"CHE","GDPHRWKD","TOT","IDX2010","A","2006",97.228046,
"CHE","GDPHRWKD","TOT","IDX2010","A","2007",99.29129,
"CHE","GDPHRWKD","TOT","IDX2010","A","2008",99.621294,
"CHE","GDPHRWKD","TOT","IDX2010","A","2009",97.462968,
"CHE","GDPHRWKD","TOT","IDX2010","A","2010",100,
"CHE","GDPHRWKD","TOT","IDX2010","A","2011",99.473463,
"CHE","GDPHRWKD","TOT","IDX2010","A","2012",99.738207,
"CHE","GDPHRWKD","TOT","IDX2010","A","2013",101.607501,
"CHE","GDPHRWKD","TOT","IDX2010","A","2014",102.671013,
"CHE","GDPHRWKD","TOT","IDX2010","A","2015",101.578096,
"CHE","GDPHRWKD","TOT","IDX2010","A","2016",101.741771,
"CHE","GDPHRWKD","TOT","IDX2010","A","2017",103.79846,
"TUR","GDPHRWKD","TOT","IDX2010","A","1970",32.129847,
"TUR","GDPHRWKD","TOT","IDX2010","A","1971",33.494098,
"TUR","GDPHRWKD","TOT","IDX2010","A","1972",35.152619,
"TUR","GDPHRWKD","TOT","IDX2010","A","1973",35.787303,
"TUR","GDPHRWKD","TOT","IDX2010","A","1974",37.136665,
"TUR","GDPHRWKD","TOT","IDX2010","A","1975",39.629129,
"TUR","GDPHRWKD","TOT","IDX2010","A","1976",43.518505,
"TUR","GDPHRWKD","TOT","IDX2010","A","1977",43.972145,
"TUR","GDPHRWKD","TOT","IDX2010","A","1978",44.406837,
"TUR","GDPHRWKD","TOT","IDX2010","A","1979",43.852757,
"TUR","GDPHRWKD","TOT","IDX2010","A","1980",42.411071,
"TUR","GDPHRWKD","TOT","IDX2010","A","1981",44.257396,
"TUR","GDPHRWKD","TOT","IDX2010","A","1982",45.533381,
"TUR","GDPHRWKD","TOT","IDX2010","A","1983",47.523632,
"TUR","GDPHRWKD","TOT","IDX2010","A","1984",51.670611,
"TUR","GDPHRWKD","TOT","IDX2010","A","1985",52.23272,
"TUR","GDPHRWKD","TOT","IDX2010","A","1986",55.343136,
"TUR","GDPHRWKD","TOT","IDX2010","A","1987",60.518288,
"TUR","GDPHRWKD","TOT","IDX2010","A","1988",61.129627,
"TUR","GDPHRWKD","TOT","IDX2010","A","1989",58.794631,
"TUR","GDPHRWKD","TOT","IDX2010","A","1990",63.20389,
"TUR","GDPHRWKD","TOT","IDX2010","A","1991",61.240474,
"TUR","GDPHRWKD","TOT","IDX2010","A","1992",63.430137,
"TUR","GDPHRWKD","TOT","IDX2010","A","1993",71.242721,
"TUR","GDPHRWKD","TOT","IDX2010","A","1994",63.435022,
"TUR","GDPHRWKD","TOT","IDX2010","A","1995",66.478913,
"TUR","GDPHRWKD","TOT","IDX2010","A","1996",68.55759,
"TUR","GDPHRWKD","TOT","IDX2010","A","1997",74.231073,
"TUR","GDPHRWKD","TOT","IDX2010","A","1998",74.317127,
"TUR","GDPHRWKD","TOT","IDX2010","A","1999",69.430765,
"TUR","GDPHRWKD","TOT","IDX2010","A","2000",75.138537,
"TUR","GDPHRWKD","TOT","IDX2010","A","2001",70.500558,
"TUR","GDPHRWKD","TOT","IDX2010","A","2002",75.224401,
"TUR","GDPHRWKD","TOT","IDX2010","A","2003",80.07146,
"TUR","GDPHRWKD","TOT","IDX2010","A","2004",87.268167,
"TUR","GDPHRWKD","TOT","IDX2010","A","2005",92.253071,
"TUR","GDPHRWKD","TOT","IDX2010","A","2006",96.735393,
"TUR","GDPHRWKD","TOT","IDX2010","A","2007",101.862827,
"TUR","GDPHRWKD","TOT","IDX2010","A","2008",101.55521,
"TUR","GDPHRWKD","TOT","IDX2010","A","2009",97.48802,
"TUR","GDPHRWKD","TOT","IDX2010","A","2010",100,
"TUR","GDPHRWKD","TOT","IDX2010","A","2011",105.404026,
"TUR","GDPHRWKD","TOT","IDX2010","A","2012",107.622277,
"TUR","GDPHRWKD","TOT","IDX2010","A","2013",114.89747,
"TUR","GDPHRWKD","TOT","IDX2010","A","2014",114.929307,"E"
"TUR","GDPHRWKD","TOT","IDX2010","A","2015",118.627001,"E"
"TUR","GDPHRWKD","TOT","IDX2010","A","2016",119.795783,"E"
"GBR","GDPHRWKD","TOT","IDX2010","A","1970",40.090837,
"GBR","GDPHRWKD","TOT","IDX2010","A","1971",42.697428,
"GBR","GDPHRWKD","TOT","IDX2010","A","1972",45.21284,
"GBR","GDPHRWKD","TOT","IDX2010","A","1973",46.029418,
"GBR","GDPHRWKD","TOT","IDX2010","A","1974",45.708243,
"GBR","GDPHRWKD","TOT","IDX2010","A","1975",45.325996,
"GBR","GDPHRWKD","TOT","IDX2010","A","1976",47.350979,
"GBR","GDPHRWKD","TOT","IDX2010","A","1977",48.962996,
"GBR","GDPHRWKD","TOT","IDX2010","A","1978",51.310284,
"GBR","GDPHRWKD","TOT","IDX2010","A","1979",52.922739,
"GBR","GDPHRWKD","TOT","IDX2010","A","1980",53.430532,
"GBR","GDPHRWKD","TOT","IDX2010","A","1981",56.63614,
"GBR","GDPHRWKD","TOT","IDX2010","A","1982",58.330991,
"GBR","GDPHRWKD","TOT","IDX2010","A","1983",61.410588,
"GBR","GDPHRWKD","TOT","IDX2010","A","1984",60.857543,
"GBR","GDPHRWKD","TOT","IDX2010","A","1985",61.576116,
"GBR","GDPHRWKD","TOT","IDX2010","A","1986",63.182075,
"GBR","GDPHRWKD","TOT","IDX2010","A","1987",65.465541,
"GBR","GDPHRWKD","TOT","IDX2010","A","1988",65.344943,
"GBR","GDPHRWKD","TOT","IDX2010","A","1989",65.60998,
"GBR","GDPHRWKD","TOT","IDX2010","A","1990",66.344889,
"GBR","GDPHRWKD","TOT","IDX2010","A","1991",67.694336,
"GBR","GDPHRWKD","TOT","IDX2010","A","1992",70.905235,
"GBR","GDPHRWKD","TOT","IDX2010","A","1993",73.503744,
"GBR","GDPHRWKD","TOT","IDX2010","A","1994",75.321312,
"GBR","GDPHRWKD","TOT","IDX2010","A","1995",77.2209,
"GBR","GDPHRWKD","TOT","IDX2010","A","1996",78.33965,
"GBR","GDPHRWKD","TOT","IDX2010","A","1997",81.342678,
"GBR","GDPHRWKD","TOT","IDX2010","A","1998",82.468477,
"GBR","GDPHRWKD","TOT","IDX2010","A","1999",84.353672,
"GBR","GDPHRWKD","TOT","IDX2010","A","2000",86.927224,
"GBR","GDPHRWKD","TOT","IDX2010","A","2001",88.680414,
"GBR","GDPHRWKD","TOT","IDX2010","A","2002",91.074436,
"GBR","GDPHRWKD","TOT","IDX2010","A","2003",93.854925,
"GBR","GDPHRWKD","TOT","IDX2010","A","2004",95.857175,
"GBR","GDPHRWKD","TOT","IDX2010","A","2005",96.750668,
"GBR","GDPHRWKD","TOT","IDX2010","A","2006",98.569294,
"GBR","GDPHRWKD","TOT","IDX2010","A","2007",100.131441,
"GBR","GDPHRWKD","TOT","IDX2010","A","2008",100.248302,
"GBR","GDPHRWKD","TOT","IDX2010","A","2009",97.884559,
"GBR","GDPHRWKD","TOT","IDX2010","A","2010",100,
"GBR","GDPHRWKD","TOT","IDX2010","A","2011",100.316184,
"GBR","GDPHRWKD","TOT","IDX2010","A","2012",99.788306,
"GBR","GDPHRWKD","TOT","IDX2010","A","2013",100.039435,
"GBR","GDPHRWKD","TOT","IDX2010","A","2014",100.205241,
"GBR","GDPHRWKD","TOT","IDX2010","A","2015",101.881905,
"GBR","GDPHRWKD","TOT","IDX2010","A","2016",101.3212,
"GBR","GDPHRWKD","TOT","IDX2010","A","2017",102.101897,
"USA","GDPHRWKD","TOT","IDX2010","A","1970",49.849142,
"USA","GDPHRWKD","TOT","IDX2010","A","1971",51.718534,
"USA","GDPHRWKD","TOT","IDX2010","A","1972",52.976432,
"USA","GDPHRWKD","TOT","IDX2010","A","1973",54.233839,
"USA","GDPHRWKD","TOT","IDX2010","A","1974",53.744552,
"USA","GDPHRWKD","TOT","IDX2010","A","1975",55.215939,
"USA","GDPHRWKD","TOT","IDX2010","A","1976",56.553676,
"USA","GDPHRWKD","TOT","IDX2010","A","1977",57.157077,
"USA","GDPHRWKD","TOT","IDX2010","A","1978",57.609771,
"USA","GDPHRWKD","TOT","IDX2010","A","1979",57.867787,
"USA","GDPHRWKD","TOT","IDX2010","A","1980",57.879494,
"USA","GDPHRWKD","TOT","IDX2010","A","1981",59.222154,
"USA","GDPHRWKD","TOT","IDX2010","A","1982",59.031894,
"USA","GDPHRWKD","TOT","IDX2010","A","1983",60.647221,
"USA","GDPHRWKD","TOT","IDX2010","A","1984",61.911545,
"USA","GDPHRWKD","TOT","IDX2010","A","1985",63.05007,
"USA","GDPHRWKD","TOT","IDX2010","A","1986",64.476283,
"USA","GDPHRWKD","TOT","IDX2010","A","1987",64.945042,
"USA","GDPHRWKD","TOT","IDX2010","A","1988",65.695849,
"USA","GDPHRWKD","TOT","IDX2010","A","1989",66.274647,
"USA","GDPHRWKD","TOT","IDX2010","A","1990",67.409513,
"USA","GDPHRWKD","TOT","IDX2010","A","1991",68.292653,
"USA","GDPHRWKD","TOT","IDX2010","A","1992",70.638664,
"USA","GDPHRWKD","TOT","IDX2010","A","1993",70.908344,
"USA","GDPHRWKD","TOT","IDX2010","A","1994",71.509047,
"USA","GDPHRWKD","TOT","IDX2010","A","1995",71.666433,
"USA","GDPHRWKD","TOT","IDX2010","A","1996",73.448061,
"USA","GDPHRWKD","TOT","IDX2010","A","1997",74.512736,
"USA","GDPHRWKD","TOT","IDX2010","A","1998",76.189071,
"USA","GDPHRWKD","TOT","IDX2010","A","1999",78.408771,
"USA","GDPHRWKD","TOT","IDX2010","A","2000",80.601148,
"USA","GDPHRWKD","TOT","IDX2010","A","2001",82.405273,
"USA","GDPHRWKD","TOT","IDX2010","A","2002",84.728177,
"USA","GDPHRWKD","TOT","IDX2010","A","2003",87.335093,
"USA","GDPHRWKD","TOT","IDX2010","A","2004",89.607165,
"USA","GDPHRWKD","TOT","IDX2010","A","2005",91.517339,
"USA","GDPHRWKD","TOT","IDX2010","A","2006",92.422524,
"USA","GDPHRWKD","TOT","IDX2010","A","2007",93.423236,
"USA","GDPHRWKD","TOT","IDX2010","A","2008",94.284639,
"USA","GDPHRWKD","TOT","IDX2010","A","2009",97.251608,
"USA","GDPHRWKD","TOT","IDX2010","A","2010",100,
"USA","GDPHRWKD","TOT","IDX2010","A","2011",100.159433,
"USA","GDPHRWKD","TOT","IDX2010","A","2012",100.423033,
"USA","GDPHRWKD","TOT","IDX2010","A","2013",100.808764,
"USA","GDPHRWKD","TOT","IDX2010","A","2014",101.254613,
"USA","GDPHRWKD","TOT","IDX2010","A","2015",102.010835,
"USA","GDPHRWKD","TOT","IDX2010","A","2016",102.280512,
"CHL","GDPHRWKD","TOT","IDX2010","A","1986",44.103112,
"CHL","GDPHRWKD","TOT","IDX2010","A","1987",45.189739,
"CHL","GDPHRWKD","TOT","IDX2010","A","1988",45.652549,
"CHL","GDPHRWKD","TOT","IDX2010","A","1989",47.801183,
"CHL","GDPHRWKD","TOT","IDX2010","A","1990",48.44463,
"CHL","GDPHRWKD","TOT","IDX2010","A","1991",51.488738,
"CHL","GDPHRWKD","TOT","IDX2010","A","1992",55.205878,
"CHL","GDPHRWKD","TOT","IDX2010","A","1993",56.399372,
"CHL","GDPHRWKD","TOT","IDX2010","A","1994",59.784262,
"CHL","GDPHRWKD","TOT","IDX2010","A","1995",66.070693,
"CHL","GDPHRWKD","TOT","IDX2010","A","1996",70.704799,
"CHL","GDPHRWKD","TOT","IDX2010","A","1997",76.183834,
"CHL","GDPHRWKD","TOT","IDX2010","A","1998",76.347374,
"CHL","GDPHRWKD","TOT","IDX2010","A","1999",77.6752,
"CHL","GDPHRWKD","TOT","IDX2010","A","2000",80.903266,
"CHL","GDPHRWKD","TOT","IDX2010","A","2001",83.402904,
"CHL","GDPHRWKD","TOT","IDX2010","A","2002",84.142591,
"CHL","GDPHRWKD","TOT","IDX2010","A","2003",84.850427,
"CHL","GDPHRWKD","TOT","IDX2010","A","2004",88.825511,
"CHL","GDPHRWKD","TOT","IDX2010","A","2005",93.566153,
"CHL","GDPHRWKD","TOT","IDX2010","A","2006",97.42158,
"CHL","GDPHRWKD","TOT","IDX2010","A","2007",101.177493,
"CHL","GDPHRWKD","TOT","IDX2010","A","2008",103.4066,
"CHL","GDPHRWKD","TOT","IDX2010","A","2009",103.497966,
"CHL","GDPHRWKD","TOT","IDX2010","A","2010",100,
"CHL","GDPHRWKD","TOT","IDX2010","A","2011",102.193911,
"CHL","GDPHRWKD","TOT","IDX2010","A","2012",106.872451,"B"
"CHL","GDPHRWKD","TOT","IDX2010","A","2013",109.389476,
"CHL","GDPHRWKD","TOT","IDX2010","A","2014",111.053334,
"CHL","GDPHRWKD","TOT","IDX2010","A","2015",111.963008,
"CHL","GDPHRWKD","TOT","IDX2010","A","2016",112.959293,
"CHL","GDPHRWKD","TOT","IDX2010","A","2017",113.561369,
"EST","GDPHRWKD","TOT","IDX2010","A","2000",64.305491,
"EST","GDPHRWKD","TOT","IDX2010","A","2001",68.246418,
"EST","GDPHRWKD","TOT","IDX2010","A","2002",72.325144,
"EST","GDPHRWKD","TOT","IDX2010","A","2003",75.843337,
"EST","GDPHRWKD","TOT","IDX2010","A","2004",80.609599,
"EST","GDPHRWKD","TOT","IDX2010","A","2005",85.266803,
"EST","GDPHRWKD","TOT","IDX2010","A","2006",89.978392,
"EST","GDPHRWKD","TOT","IDX2010","A","2007",96.890616,
"EST","GDPHRWKD","TOT","IDX2010","A","2008",93.258507,
"EST","GDPHRWKD","TOT","IDX2010","A","2009",95.116685,
"EST","GDPHRWKD","TOT","IDX2010","A","2010",100,
"EST","GDPHRWKD","TOT","IDX2010","A","2011",98.658995,
"EST","GDPHRWKD","TOT","IDX2010","A","2012",103.042854,
"EST","GDPHRWKD","TOT","IDX2010","A","2013",104.848133,
"EST","GDPHRWKD","TOT","IDX2010","A","2014",107.426274,
"EST","GDPHRWKD","TOT","IDX2010","A","2015",106.858948,
"EST","GDPHRWKD","TOT","IDX2010","A","2016",110.055762,
"EST","GDPHRWKD","TOT","IDX2010","A","2017",112.288885,
"ISR","GDPHRWKD","TOT","IDX2010","A","1981",69.645025,
"ISR","GDPHRWKD","TOT","IDX2010","A","1982",70.850467,
"ISR","GDPHRWKD","TOT","IDX2010","A","1983",71.236345,
"ISR","GDPHRWKD","TOT","IDX2010","A","1984",70.657676,
"ISR","GDPHRWKD","TOT","IDX2010","A","1985",73.071654,
"ISR","GDPHRWKD","TOT","IDX2010","A","1986",75.057313,
"ISR","GDPHRWKD","TOT","IDX2010","A","1987",78.168864,
"ISR","GDPHRWKD","TOT","IDX2010","A","1988",79.635038,
"ISR","GDPHRWKD","TOT","IDX2010","A","1989",78.620415,
"ISR","GDPHRWKD","TOT","IDX2010","A","1990",82.693734,
"ISR","GDPHRWKD","TOT","IDX2010","A","1991",84.753692,
"ISR","GDPHRWKD","TOT","IDX2010","A","1992",84.270049,
"ISR","GDPHRWKD","TOT","IDX2010","A","1993",83.713818,
"ISR","GDPHRWKD","TOT","IDX2010","A","1994",82.574365,
"ISR","GDPHRWKD","TOT","IDX2010","A","1995",81.73658,
"ISR","GDPHRWKD","TOT","IDX2010","A","1996",81.770992,
"ISR","GDPHRWKD","TOT","IDX2010","A","1997",82.782774,
"ISR","GDPHRWKD","TOT","IDX2010","A","1998",85.106005,
"ISR","GDPHRWKD","TOT","IDX2010","A","1999",84.989341,
"ISR","GDPHRWKD","TOT","IDX2010","A","2000",88.456942,
"ISR","GDPHRWKD","TOT","IDX2010","A","2001",89.303576,
"ISR","GDPHRWKD","TOT","IDX2010","A","2002",87.700072,
"ISR","GDPHRWKD","TOT","IDX2010","A","2003",88.474138,
"ISR","GDPHRWKD","TOT","IDX2010","A","2004",92.58619,
"ISR","GDPHRWKD","TOT","IDX2010","A","2005",93.675132,
"ISR","GDPHRWKD","TOT","IDX2010","A","2006",97.117033,
"ISR","GDPHRWKD","TOT","IDX2010","A","2007",98.123775,
"ISR","GDPHRWKD","TOT","IDX2010","A","2008",97.986186,
"ISR","GDPHRWKD","TOT","IDX2010","A","2009",97.302185,
"ISR","GDPHRWKD","TOT","IDX2010","A","2010",100,
"ISR","GDPHRWKD","TOT","IDX2010","A","2011",102.644272,
"ISR","GDPHRWKD","TOT","IDX2010","A","2012",102.349448,
"ISR","GDPHRWKD","TOT","IDX2010","A","2013",104.514637,
"ISR","GDPHRWKD","TOT","IDX2010","A","2014",106.441146,
"ISR","GDPHRWKD","TOT","IDX2010","A","2015",106.689718,
"ISR","GDPHRWKD","TOT","IDX2010","A","2016",107.010933,
"ISR","GDPHRWKD","TOT","IDX2010","A","2017",108.05225,
"LVA","GDPHRWKD","TOT","IDX2010","A","1995",47.753895,
"LVA","GDPHRWKD","TOT","IDX2010","A","1996",48.610543,
"LVA","GDPHRWKD","TOT","IDX2010","A","1997",50.715178,
"LVA","GDPHRWKD","TOT","IDX2010","A","1998",54.223396,
"LVA","GDPHRWKD","TOT","IDX2010","A","1999",56.659929,
"LVA","GDPHRWKD","TOT","IDX2010","A","2000",61.81067,
"LVA","GDPHRWKD","TOT","IDX2010","A","2001",64.382408,
"LVA","GDPHRWKD","TOT","IDX2010","A","2002",69.697422,
"LVA","GDPHRWKD","TOT","IDX2010","A","2003",75.498413,
"LVA","GDPHRWKD","TOT","IDX2010","A","2004",83.735566,
"LVA","GDPHRWKD","TOT","IDX2010","A","2005",90.569425,
